iucn_sid,sciname,population,old_cat,cat,cat_score
161642,Fenestraja plutonia,NA,DD,DD,NA
161643,Dasyatis chrysonota,NA,LC,LC,0
161644,Halaelurus maculosus,NA,LC,LC,0
161645,Okamejei kenojei,NA,DD,DD,NA
161646,Narcine rierai,NA,DD,DD,NA
161647,Notoraja hirticauda,NA,DD,DD,NA
161648,Mustelus henlei,NA,LC,LC,0
161649,Etmopterus brachyurus,NA,DD,DD,NA
161650,Haploblepharus pictus,NA,LC,LC,0
161651,Orectolobus parvimaculatus,NA,LC,LC,0
161652,Holohalaelurus favus,NA,EN,EN,0.6
161653,Dipturus springeri,NA,DD,DD,NA
161655,Irolita waitii,NA,LC,LC,0
161656,Fenestraja sinusmexicanus,NA,DD,DD,NA
161658,Rostroraja eglanteria,NA,LC,LC,0
161659,Bathyraja irrasa,NA,NT,NT,0.2
161660,Narcine atzi,NA,DD,DD,NA
161661,Bathyraja aleutica,NA,LC,LC,0
161662,Rhizoprionodon longurio,NA,DD,DD,NA
161663,Heteronarce mollis,NA,DD,DD,NA
161664,Orectolobus floridus,NA,LC,LC,0
161665,Narke japonica,NA,VU,VU,0.4
161666,Neoraja caerulea,NA,LC,LC,0
161667,Haploblepharus kistnasamyi,NA,CR,CR,0.8
161668,Squalus lalannei,NA,DD,DD,NA
161669,Beringraja pulchra,NA,VU,VU,0.4
161670,Anacanthobatis stenosoma,NA,DD,DD,NA
161672,Apristurus sibogae,NA,DD,DD,NA
161673,Raja polystigma,NA,LC,LC,0
161674,Hexatrygon bickelli,NA,LC,LC,0
161675,Holohalaelurus punctatus,NA,EN,EN,0.6
161676,Tetronarce tokionis,NA,DD,DD,NA
161677,Rhinobatos lionotus,NA,DD,DD,NA
161678,Cruriraja parcomaculata,NA,DD,DD,NA
161679,Cirrhoscyllium formosanum,NA,DD,DD,NA
161680,Halaelurus buergeri,NA,DD,DD,NA
161681,Springeria folirostris,NA,DD,DD,NA
161682,Cruriraja rugosa,NA,DD,DD,NA
161683,Bathyraja microtrachys,NA,LC,LC,0
161685,Leucoraja leucosticta,NA,DD,DD,NA
161686,Rostroraja texana,NA,DD,DD,NA
161688,Brochiraja aenigma,NA,DD,DD,NA
161689,Urotrygon aspidura,NA,DD,DD,NA
161690,Narcine oculifera,NA,DD,DD,NA
161691,Raja brachyura,NA,NT,NT,0.2
161692,Himantura uarnak,NA,VU,VU,0.4
161693,Fenestraja cubensis,NA,DD,DD,NA
161694,Rostroraja equatorialis,NA,DD,DD,NA
161695,Chaenogaleus macrostoma,NA,VU,VU,0.4
161696,Alopias superciliosus,NA,VU,VU,0.4
161697,Acroteriobatus ocellatus,NA,DD,DD,NA
161700,Narcine lasti,NA,LC,LC,0
161701,Bathyraja trachouros,NA,LC,LC,0
161702,Rajella purpuriventralis,NA,LC,LC,0
161703,Squalus bucephalus,NA,DD,DD,NA
161704,Leucoraja compagnoi,NA,DD,DD,NA
161705,Galeus murinus,NA,LC,LC,0
161706,Bathyraja kincaidii,NA,DD,DD,NA
161707,Paragaleus pectoralis,NA,DD,DD,NA
161708,Breviraja spinosa,NA,DD,DD,NA
161709,Orectolobus halei,NA,LC,LC,0
161710,Cruriraja andamanica,NA,DD,DD,NA
161711,Cruriraja poeyi,NA,DD,DD,NA
161712,Cruriraja atlantis,NA,DD,DD,NA
161713,Rhinobatos schlegelii,NA,DD,DD,NA
161714,Heterodontus japonicus,NA,LC,LC,0
161715,Mustelus griseus,NA,DD,DD,NA
161716,Narcine entemedor,NA,DD,DD,NA
161717,Scymnodon ringens,NA,DD,DD,NA
161718,Dipturus olseni,NA,DD,DD,NA
161720,Heterodontus omanensis,NA,DD,DD,NA
161721,Rajella annandalei,NA,DD,DD,NA
161722,Bathyraja bergi,NA,LC,LC,0
161723,Raja pita,NA,DD,DD,NA
161724,Cephaloscyllium umbratile,NA,DD,DD,NA
161725,Okamejei schmidti,NA,DD,DD,NA
161726,Parmaturus albipenis,NA,LC,LC,0
161728,Brevitrygon imbricata,NA,DD,DD,NA
161729,Dipturus nidarosiensis,NA,NT,NT,0.2
161730,Urotrygon munda,NA,DD,DD,NA
161731,Pteroplatytrygon violacea,NA,LC,LC,0
161732,Galeus antillensis,NA,DD,DD,NA
161733,Proscyllium habereri,NA,DD,DD,NA
161735,Okamejei boesemani,NA,DD,DD,NA
161736,Atelomycterus baliensis,NA,VU,VU,0.4
161737,Mobula hypostoma,NA,DD,DD,NA
161738,Dipturus macrocauda,NA,DD,DD,NA
161739,Bathyraja eatonii,NA,DD,DD,NA
161740,Centroscyllium excelsum,NA,DD,DD,NA
161741,Hemitrygon navarrae,NA,DD,DD,NA
161742,Rhinoraja odai,NA,LC,LC,0
161743,Pseudobatos lentiginosus,NA,NT,NT,0.2
161744,Pateobatis jenkinsii,NA,VU,VU,0.4
161745,Temera hardwickii,NA,VU,VU,0.4
161746,Heteronarce garmani,NA,VU,VU,0.4
161747,Urotrygon nana,NA,DD,DD,NA
161748,Dasyatis marmorata,NA,DD,DD,NA
161749,Isurus oxyrinchus,Atlantic subpopulation,VU,VU,0.4
161750,Isurus oxyrinchus,Indo-west Pacific subpopulation,VU,VU,0.4
161751,Isurus oxyrinchus,Eastern North Pacific subpopulation,NT,NT,0.2
162494,Semirossia patagonica,NA,LC,LC,0
162495,Austrorossia mastigophora,NA,LC,LC,0
162496,Sepia tanybracheia,NA,DD,DD,NA
162497,Sepia lycidas,NA,DD,DD,NA
162498,Sepia hierredda,NA,DD,DD,NA
162499,Sepioloidea lineolata,NA,DD,DD,NA
162500,Sepiella inermis,NA,DD,DD,NA
162501,Rossia brachyura,NA,DD,DD,NA
162502,Stoloteuthis leucoptera,NA,DD,DD,NA
162503,Sepia koilados,NA,LC,LC,0
162504,Sepia pharaonis,NA,DD,DD,NA
162505,Sepia latimanus,NA,DD,DD,NA
162506,Sepia murrayi,NA,DD,DD,NA
162508,Sepiola parva,NA,LC,LC,0
162509,Sepia trygonina,NA,LC,LC,0
162510,Sepia robsoni,NA,DD,DD,NA
162511,Sepia tokioensis,NA,DD,DD,NA
162512,Sepia longipes,NA,DD,DD,NA
162513,Sepia madokai,NA,DD,DD,NA
162514,Sepia baxteri,NA,DD,DD,NA
162515,Sepia plana,NA,LC,LC,0
162516,Euprymna penares,NA,DD,DD,NA
162517,Rossia glaucopis,NA,DD,DD,NA
162518,Austrorossia bipapillata,NA,DD,DD,NA
162519,Neorossia leptodons,NA,DD,DD,NA
162520,Sepia senta,NA,LC,LC,0
162521,Sepiolina nipponensis,NA,DD,DD,NA
162522,Sepia elongata,NA,DD,DD,NA
162523,Rossia macrosoma,NA,DD,DD,NA
162524,Sepia vietnamica,NA,DD,DD,NA
162525,Sepia saya,NA,DD,DD,NA
162526,Idiosepius thailandicus,NA,DD,DD,NA
162527,Sepiadarium kochi,NA,LC,LC,0
162528,Sepiella weberi,NA,DD,DD,NA
162529,Rossia bullisi,NA,DD,DD,NA
162530,Sepiadarium nipponianum,NA,DD,DD,NA
162532,Sepia dubia,NA,DD,DD,NA
162533,Sepia vossi,NA,DD,DD,NA
162535,Sepia omani,NA,LC,LC,0
162536,Heteroteuthis dagamensis,NA,DD,DD,NA
162537,Euprymna phenax,NA,DD,DD,NA
162538,Metasepia tullbergi,NA,DD,DD,NA
162539,Sepiola affinis,NA,DD,DD,NA
162540,Sepia tenuipes,NA,DD,DD,NA
162541,Sepia mascarensis,NA,DD,DD,NA
162542,Sepia bartletti,NA,DD,DD,NA
162543,Nectoteuthis pourtalesi,NA,DD,DD,NA
162544,Sepia mira,NA,LC,LC,0
162545,Sepia tuberculata,NA,DD,DD,NA
162547,Idiosepius notoides,NA,DD,DD,NA
162548,Sepiella japonica,NA,DD,DD,NA
162549,Sepia orbignyana,NA,DD,DD,NA
162550,Sepiadarium austrinum,NA,DD,DD,NA
162551,Sepia faurei,NA,DD,DD,NA
162552,Rossia palpebrosa,NA,LC,LC,0
162553,Sepia pulchra,NA,DD,DD,NA
162554,Sepia papuensis,NA,LC,LC,0
162555,Rondeletiola capensis,NA,DD,DD,NA
162556,Sepia prashadi,NA,LC,LC,0
162557,Sepietta oweniana,NA,DD,DD,NA
162558,Sepia gibba,NA,DD,DD,NA
162559,Euprymna tasmanica,NA,DD,DD,NA
162560,Sepiola steenstrupiana,NA,DD,DD,NA
162561,Sepia insignis,NA,DD,DD,NA
162562,Heteroteuthis hawaiiensis,NA,DD,DD,NA
162563,Sepia plangon,NA,LC,LC,0
162564,Sepia bertheloti,NA,DD,DD,NA
162566,Sepia hieronis,NA,DD,DD,NA
162567,Sepiella ornata,NA,DD,DD,NA
162568,Sepia irvingi,NA,LC,LC,0
162569,Euprymna albatrossae,NA,DD,DD,NA
162570,Sepia tala,NA,DD,DD,NA
162571,Octopus vulgaris,NA,LC,LC,0
162572,Inioteuthis japonica,NA,DD,DD,NA
162573,Semirossia equalis,NA,DD,DD,NA
162574,Sepioloidea pacifica,NA,DD,DD,NA
162575,Rossia megaptera,NA,LC,LC,0
162576,Stoloteuthis weberi,NA,DD,DD,NA
162577,Sepia kiensis,NA,DD,DD,NA
162578,Sepia vercoi,NA,LC,LC,0
162579,Sepia elegans,NA,DD,DD,NA
162580,Sepiola rondeleti,NA,DD,DD,NA
162581,Sepia confusa,NA,DD,DD,NA
162582,Sepia chirotrema,NA,LC,LC,0
162583,Sepia pardex,NA,DD,DD,NA
162584,Sepia stellifera,NA,DD,DD,NA
162585,Idiosepius minimus,NA,DD,DD,NA
162586,Sepietta petersi,NA,DD,DD,NA
162587,Spirula spirula,NA,LC,LC,0
162588,Sepia peterseni,NA,DD,DD,NA
162589,Sepiola rossiaeformis,NA,DD,DD,NA
162590,Sepia ivanovi,NA,DD,DD,NA
162591,Sepia foliopeza,NA,DD,DD,NA
162592,Sepiadarium auritum,NA,DD,DD,NA
162593,Sepia lorigera,NA,DD,DD,NA
162594,Sepia brevimana,NA,DD,DD,NA
162595,Iridoteuthis iris,NA,DD,DD,NA
162596,Sepia limata,NA,LC,LC,0
162597,Sepiola robusta,NA,DD,DD,NA
162598,Euprymna scolopes,NA,DD,DD,NA
162599,Euprymna berryi,NA,DD,DD,NA
162600,Sepia kobiensis,NA,DD,DD,NA
162601,Austrorossia antillensis,NA,LC,LC,0
162602,Euprymna hyllebergi,NA,DD,DD,NA
162603,Sepia simoniana,NA,DD,DD,NA
162604,Idiosepius pygmaeus,NA,DD,DD,NA
162605,Sepia bandensis,NA,DD,DD,NA
162606,Sepia novaehollandiae,NA,LC,LC,0
162608,Sepia dollfusi,NA,DD,DD,NA
162609,Sepiola birostrata,NA,DD,DD,NA
162610,Sepietta neglecta,NA,DD,DD,NA
162611,Austrorossia enigmatica,NA,DD,DD,NA
162612,Sepia papillata,NA,DD,DD,NA
162613,Sepia erostrata,NA,LC,LC,0
162614,Rossia tortugaensis,NA,DD,DD,NA
162615,Sepia adami,NA,DD,DD,NA
162616,Semirossia tenera,NA,LC,LC,0
162617,Rossia moelleri,NA,LC,LC,0
162618,Sepia cultrata,NA,LC,LC,0
162619,Sepia vermiculata,NA,DD,DD,NA
162620,Sepiola aurantiaca,NA,LC,LC,0
162621,Sepia aureomaculata,NA,DD,DD,NA
162622,Sepia cottoni,NA,LC,LC,0
162623,Sepia thurstoni,NA,DD,DD,NA
162624,Sepia reesi,NA,DD,DD,NA
162625,Sepiella mangkangunga,NA,LC,LC,0
162626,Sepia sulcata,NA,LC,LC,0
162627,Sepia apama,NA,NT,NT,0.2
162628,Rossia mollicella,NA,DD,DD,NA
162629,Sepia braggi,NA,LC,LC,0
162630,Euprymna morsei,NA,DD,DD,NA
162631,Sepiola atlantica,NA,DD,DD,NA
162632,Pareledone charcoti,NA,LC,LC,0
162633,Sepia rhoda,NA,LC,LC,0
162634,Sepia hedleyi,NA,LC,LC,0
162635,Sepia recurvirostra,NA,DD,DD,NA
162637,Sepia bathyalis,NA,DD,DD,NA
162638,Sepia acuminata,NA,DD,DD,NA
162639,Sepia elliptica,NA,DD,DD,NA
162640,Sepia subtenuipes,NA,DD,DD,NA
162641,Sepia plathyconchalis,NA,DD,DD,NA
162642,Sepia mestus,NA,LC,LC,0
162643,Sepiola ligulata,NA,DD,DD,NA
162644,Heteroteuthis dispar,NA,DD,DD,NA
162645,Sepia savignyi,NA,DD,DD,NA
162646,Sepiola pfefferi,NA,DD,DD,NA
162647,Sepia typica,NA,LC,LC,0
162648,Sepiella cyanea,NA,DD,DD,NA
162649,Sepia carinata,NA,DD,DD,NA
162650,Sepia joubini,NA,DD,DD,NA
162651,Sepia elobyana,NA,DD,DD,NA
162652,Sepia bidhaia,NA,LC,LC,0
162653,Sepia appellofi,NA,DD,DD,NA
162654,Sepiola trirostrata,NA,DD,DD,NA
162655,Sepia burnupi,NA,DD,DD,NA
162656,Stoloteuthis maoria,NA,DD,DD,NA
162657,Idiosepius paradoxus,NA,DD,DD,NA
162658,Sepia incerta,NA,DD,DD,NA
162659,Sepiola intermedia,NA,DD,DD,NA
162660,Sepia andreana,NA,DD,DD,NA
162662,Sepia aculeata,NA,DD,DD,NA
162663,Neorossia caroli,NA,LC,LC,0
162664,Sepia officinalis,NA,LC,LC,0
162665,Sepiola knudseni,NA,DD,DD,NA
162666,Sepia esculenta,NA,DD,DD,NA
162667,Sepia arabica,NA,DD,DD,NA
162668,Sepia sokotriensis,NA,DD,DD,NA
162669,Euprymna stenodactyla,NA,DD,DD,NA
162670,Sepia mirabilis,NA,DD,DD,NA
162672,Inioteuthis maculosa,NA,LC,LC,0
162673,Sepia rozella,NA,DD,DD,NA
162674,Euprymna hoylei,NA,DD,DD,NA
162676,Sepia whitleyana,NA,DD,DD,NA
162677,Sepia angulata,NA,DD,DD,NA
162678,Sepia sewelli,NA,DD,DD,NA
162679,Sepia australis,NA,LC,LC,0
162680,Sepia opipara,NA,LC,LC,0
162681,Metasepia pfefferi,NA,DD,DD,NA
162682,Rondeletiola minor,NA,DD,DD,NA
162683,Austrorossia australis,NA,LC,LC,0
162684,Sepiella ocellata,NA,DD,DD,NA
162685,Sepiadarium gracilis,NA,DD,DD,NA
162686,Idiosepius picteti,NA,DD,DD,NA
162687,Sepia zanzibarica,NA,DD,DD,NA
162695,Pareledone cornuta,NA,LC,LC,0
162696,Adelieledone piatkowski,NA,LC,LC,0
162697,Pareledone panchroma,NA,LC,LC,0
162698,Pareledone aurorae,NA,LC,LC,0
162699,Thaumeledone rotunda,NA,LC,LC,0
162700,Adelieledone polymorpha,NA,LC,LC,0
162701,Praealtus paralbida,NA,LC,LC,0
162702,Thaumeledone marshalli,NA,LC,LC,0
162703,Thaumeledone peninsulae,NA,LC,LC,0
162704,Tetracheledone spinicirrus,NA,DD,DD,NA
162705,Pareledone aurata,NA,LC,LC,0
162706,Pareledone albimaculata,NA,LC,LC,0
162707,Pareledone subtilis,NA,LC,LC,0
162708,Thaumeledone gunteri,NA,LC,LC,0
162709,Thaumeledone zeiss,NA,LC,LC,0
162710,Pareledone prydzensis,NA,LC,LC,0
162712,Thaumeledone brevis,NA,DD,DD,NA
162713,Pareledone serperastrata,NA,LC,LC,0
162714,Bathypurpurata profunda,NA,DD,DD,NA
162715,Velodona togata,NA,DD,DD,NA
162716,Pareledone framensis,NA,LC,LC,0
162717,Pareledone felix,NA,LC,LC,0
162718,Adelieledone adelieana,NA,LC,LC,0
162719,Vosseledone charrua,NA,DD,DD,NA
162720,Pareledone turqueti,NA,LC,LC,0
162721,Pareledone aequipapillae,NA,LC,LC,0
162894,Bathyteuthis berryi,NA,DD,DD,NA
162897,Octopus micros,NA,DD,DD,NA
162899,Amphitretus pelagicus,NA,LC,LC,0
162900,Todarodes filippovae,NA,LC,LC,0
162902,Mastigoteuthis cordiformis,NA,DD,DD,NA
162903,Octopus huttoni,NA,DD,DD,NA
162904,Enoploteuthis higginsi,NA,LC,LC,0
162905,Enoploteuthis obliqua,NA,LC,LC,0
162906,Helicocranchia pfefferi,NA,DD,DD,NA
162907,Octopus vitiensis,NA,DD,DD,NA
162908,Histioteuthis miranda,NA,LC,LC,0
162909,Egea inermis,NA,LC,LC,0
162910,Chtenopteryx sicula,NA,DD,DD,NA
162911,Octopus joubini,NA,LC,LC,0
162912,Ameloctopus litoralis,NA,LC,LC,0
162913,Callistoctopus nocturnus,NA,LC,LC,0
162914,Muusoctopus longibrachus,NA,LC,LC,0
162916,Leachia atlantica,NA,DD,DD,NA
162917,Opisthoteuthis mero,NA,EN,EN,0.6
162918,Grimpoteuthis innominata,NA,DD,DD,NA
162919,Octopoteuthis danae,NA,DD,DD,NA
162922,Abralia spaercki,NA,DD,DD,NA
162924,Amphioctopus polyzenia,NA,DD,DD,NA
162925,Histioteuthis heteropsis,NA,LC,LC,0
162926,Eucleoteuthis luminosa,NA,LC,LC,0
162928,Octopoteuthis nielseni,NA,DD,DD,NA
162929,Muusoctopus normani,NA,LC,LC,0
162930,Gonatopsis borealis,NA,LC,LC,0
162931,Gonatus madokai,NA,LC,LC,0
162932,Octopus nanus,NA,DD,DD,NA
162933,Abraliopsis pacificus,NA,LC,LC,0
162934,Histioteuthis eltaninae,NA,LC,LC,0
162937,Eledone palari,NA,LC,LC,0
162938,Stigmatoteuthis hoylei,NA,LC,LC,0
162939,Cirrothauma magna,NA,DD,DD,NA
162941,Cranchia scabra,NA,LC,LC,0
162942,Taonius pavo,NA,LC,LC,0
162943,Mastigoteuthis famelica,NA,DD,DD,NA
162944,Brachioteuthis behnii,NA,DD,DD,NA
162945,Histioteuthis meleagroteuthis,NA,LC,LC,0
162946,Opisthoteuthis medusoides,NA,DD,DD,NA
162948,Liguriella podophthalma,NA,DD,DD,NA
162950,Gonatus onyx,NA,LC,LC,0
162951,Abraliopsis chuni,NA,DD,DD,NA
162952,Grimalditeuthis bonplandi,NA,LC,LC,0
162953,Galiteuthis pacifica,NA,LC,LC,0
162954,Hapalochlaena maculosa,NA,LC,LC,0
162955,Bathypolypus arcticus,NA,LC,LC,0
162956,Brachioteuthis picta,NA,LC,LC,0
162957,Bathypolypus valdiviae,NA,LC,LC,0
162958,Enteroctopus dofleini,NA,LC,LC,0
162959,Dosidicus gigas,NA,DD,DD,NA
162961,Joubiniteuthis portieri,NA,LC,LC,0
162962,Planctoteuthis oligobessa,NA,DD,DD,NA
162963,Muusoctopus pseudonymus,NA,DD,DD,NA
162964,Enoploteuthis semilineata,NA,DD,DD,NA
162966,Graneledone challengeri,NA,LC,LC,0
162967,Opisthoteuthis robsoni,NA,DD,DD,NA
162968,Enoploteuthis anapsis,NA,LC,LC,0
162971,Amphioctopus neglectus,NA,LC,LC,0
162972,Megalocranchia oceanica,NA,DD,DD,NA
162974,Octopus mimus,NA,LC,LC,0
162975,Hapalochlaena fasciata,NA,LC,LC,0
162976,Octopus campbelli,NA,DD,DD,NA
162977,Cirroctopus glacialis,NA,LC,LC,0
162978,Amphioctopus siamensis,NA,LC,LC,0
162979,Teuthowenia maculata,NA,DD,DD,NA
162980,Mastigoteuthis psychrophila,NA,DD,DD,NA
162982,Abraliopsis tui,NA,DD,DD,NA
162983,Octopus verrucosus,NA,DD,DD,NA
162984,Abralia heminuchalis,NA,DD,DD,NA
162986,Japetella diaphana,NA,LC,LC,0
162987,Euaxoctopus scalenus,NA,DD,DD,NA
162988,Vitreledonella richardi,NA,LC,LC,0
162989,Octopus wolfi,NA,LC,LC,0
162990,Eledone caparti,NA,DD,DD,NA
162991,Octopus pallidus,NA,LC,LC,0
162992,Grimpella thaumastocheir,NA,DD,DD,NA
162994,Gonatus californiensis,NA,LC,LC,0
162996,Onykia carriboea,NA,DD,DD,NA
162998,Octopus pumilus,NA,DD,DD,NA
162999,Notonykia africanae,NA,DD,DD,NA
163002,Illex illecebrosus,NA,LC,LC,0
163003,Opisthoteuthis japonica,NA,DD,DD,NA
163004,Octopus bimaculoides,NA,LC,LC,0
163006,Octopus maya,NA,LC,LC,0
163007,Bathyteuthis bacidifera,NA,DD,DD,NA
163008,Lycoteuthis lorigera,NA,LC,LC,0
163010,Paroctopus digueti,NA,LC,LC,0
163011,Cirrothauma murrayi,NA,DD,DD,NA
163012,Grimpoteuthis tuftsi,NA,DD,DD,NA
163013,Muusoctopus sibiricus,NA,DD,DD,NA
163015,Octopus veligero,NA,DD,DD,NA
163019,Enoploteuthis galaxias,NA,DD,DD,NA
163022,Grimpoteuthis meangensis,NA,DD,DD,NA
163024,Abralia robsoni,NA,DD,DD,NA
163025,Selenoteuthis scintillans,NA,LC,LC,0
163026,Psychroteuthis glacialis,NA,LC,LC,0
163028,Abralia redfieldi,NA,LC,LC,0
163029,Argonauta nodosa,NA,LC,LC,0
163030,Abralia grimpei,NA,DD,DD,NA
163031,Octopus hattai,NA,DD,DD,NA
163032,Callistoctopus alpheus,NA,LC,LC,0
163033,Chiroteuthis mega,NA,LC,LC,0
163034,Graneledone gonzalezi,NA,DD,DD,NA
163035,Abraliopsis lineata,NA,LC,LC,0
163036,Abdopus abaculus,NA,DD,DD,NA
163037,Abralia astrolineata,NA,DD,DD,NA
163038,Abralia armata,NA,DD,DD,NA
163040,Octopus penicillifer,NA,DD,DD,NA
163042,Cirroteuthis muelleri,NA,LC,LC,0
163047,Eledone massyae,NA,LC,LC,0
163048,Bentheledone albida,NA,DD,DD,NA
163050,Ancistrocheirus lesueuri,NA,LC,LC,0
163051,Nematolampas regalis,NA,DD,DD,NA
163052,Abraliopsis morisi,NA,LC,LC,0
163053,Muusoctopus berryi,NA,DD,DD,NA
163054,Opisthoteuthis depressa,NA,DD,DD,NA
163055,Octopus cyanea,NA,LC,LC,0
163056,Histioteuthis oceani,NA,LC,LC,0
163057,Callistoctopus graptus,NA,LC,LC,0
163059,Nototodarus sloanii,NA,LC,LC,0
163060,Muusoctopus robustus,NA,LC,LC,0
163061,Galeoctopus lateralis,NA,LC,LC,0
163063,Abraliopsis hoylei,NA,DD,DD,NA
163064,Onychoteuthis meridiopacifica,NA,DD,DD,NA
163065,Opisthoteuthis californiana,NA,DD,DD,NA
163066,Tremoctopus robsoni,NA,LC,LC,0
163067,Sandalops melancholicus,NA,DD,DD,NA
163068,Gonatopsis octopedatus,NA,LC,LC,0
163069,Octopus mercatoris,NA,DD,DD,NA
163070,Lycoteuthis springeri,NA,DD,DD,NA
163071,Ornithoteuthis volatilis,NA,LC,LC,0
163072,Octopus berrima,NA,LC,LC,0
163073,Histioteuthis bonnellii,NA,LC,LC,0
163074,Opisthoteuthis bruuni,NA,DD,DD,NA
163075,Ocythoe tuberculata,NA,LC,LC,0
163076,Pteroctopus tetracirrhus,NA,LC,LC,0
163077,Amphitretus thielei,NA,LC,LC,0
163078,Callistoctopus luteus,NA,LC,LC,0
163079,Mastigoteuthis atlantica,NA,DD,DD,NA
163080,Argonauta argo,NA,LC,LC,0
163082,Tremoctopus gelatus,NA,LC,LC,0
163083,Argonauta nouryi,NA,LC,LC,0
163084,Robsonella fontanianus,NA,LC,LC,0
163085,Nototodarus hawaiiensis,NA,LC,LC,0
163086,Octopoteuthis megaptera,NA,DD,DD,NA
163087,Amphioctopus robsoni,NA,DD,DD,NA
163088,Leachia pacifica,NA,DD,DD,NA
163089,Pyroteuthis addolux,NA,LC,LC,0
163090,Grimpoteuthis plena,NA,DD,DD,NA
163091,Octopus parvus,NA,DD,DD,NA
163092,Octopus favonius,NA,DD,DD,NA
163094,Abraliopsis felis,NA,LC,LC,0
163095,Brachioteuthis riisei,NA,DD,DD,NA
163096,Enoploteuthis jonesi,NA,LC,LC,0
163098,Octopus alecto,NA,LC,LC,0
163099,Octopus balboai,NA,DD,DD,NA
163100,Octopus argus,NA,DD,DD,NA
163101,Brachioteuthis beanii,NA,LC,LC,0
163102,Ancistroteuthis lichtensteini,NA,LC,LC,0
163103,Cistopus indicus,NA,LC,LC,0
163106,Grimpoteuthis megaptera,NA,DD,DD,NA
163107,Bathypolypus sponsalis,NA,LC,LC,0
163108,Batoteuthis skolops,NA,LC,LC,0
163109,Octopus chierchiae,NA,DD,DD,NA
163110,Enoploteuthis octolineata,NA,DD,DD,NA
163111,Teretoctopus indicus,NA,DD,DD,NA
163112,Asperoteuthis acanthoderma,NA,LC,LC,0
163113,Octopus pyrum,NA,DD,DD,NA
163114,Abralia veranyi,NA,LC,LC,0
163117,Cirroctopus antarctica,NA,LC,LC,0
163118,Liocranchia valdiviae,NA,LC,LC,0
163119,Enteroctopus californicus,NA,LC,LC,0
163121,Grimpoteuthis pacifica,NA,DD,DD,NA
163124,Graneledone macrotyla,NA,LC,LC,0
163125,Argonauta cornuta,NA,DD,DD,NA
163126,Octopus mernoo,NA,DD,DD,NA
163127,Vulcanoctopus hydrothermalis,NA,LC,LC,0
163128,Graneledone antarctica,NA,LC,LC,0
163129,Nototodarus gouldi,NA,LC,LC,0
163130,Scaergus patagiatus,NA,DD,DD,NA
163131,Onykia ingens,NA,LC,LC,0
163132,Mastigoteuthis pyrodes,NA,DD,DD,NA
163133,Octopus gardineri,NA,DD,DD,NA
163134,Abralia renschi,NA,DD,DD,NA
163135,Muusoctopus tangaroa,NA,LC,LC,0
163137,Muusoctopus yaquinae,NA,LC,LC,0
163138,Callistoctopus aspilosomatis,NA,LC,LC,0
163140,Muusoctopus januarii,NA,LC,LC,0
163141,Opisthoteuthis massyae,NA,VU,VU,0.4
163142,Abralia multihamata,NA,DD,DD,NA
163143,Leachia danae,NA,LC,LC,0
163144,Opisthoteuthis chathamensis,NA,CR,CR,0.8
163145,Octopus rubescens,NA,LC,LC,0
163146,Watasenia scintillans,NA,LC,LC,0
163147,Octopus bimaculatus,NA,LC,LC,0
163149,Bathypolypus pugniger,NA,LC,LC,0
163150,Muusoctopus tegginmathae,NA,LC,LC,0
163152,Sthenoteuthis oualaniensis,NA,LC,LC,0
163155,Stigmatoteuthis arcturi,NA,LC,LC,0
163156,Galiteuthis armata,NA,LC,LC,0
163157,Abralia siedleckyi,NA,DD,DD,NA
163159,Graneledone verrucosa,NA,LC,LC,0
163160,Mastigoteuthis dentata,NA,DD,DD,NA
163161,Todarodes angolensis,NA,LC,LC,0
163162,Eogonatus tinro,NA,DD,DD,NA
163163,Ommastrephes bartramii,NA,LC,LC,0
163164,Muusoctopus canthylus,NA,DD,DD,NA
163166,Muusoctopus oregonensis,NA,LC,LC,0
163167,Octopus harpedon,NA,DD,DD,NA
163168,Pteroctopus schmidti,NA,DD,DD,NA
163170,Mesonychoteuthis hamiltoni,NA,LC,LC,0
163172,Stauroteuthis syrtensis,NA,DD,DD,NA
163173,Octopus olivieri,NA,DD,DD,NA
163174,Callistoctopus rapanui,NA,DD,DD,NA
163175,Octopus briareus,NA,LC,LC,0
163176,Amphioctopus marginatus,NA,LC,LC,0
163177,Histioteuthis reversa,NA,LC,LC,0
163178,Opisthoteuthis pluto,NA,DD,DD,NA
163179,Discoteuthis laciniosa,NA,LC,LC,0
163180,Octopoteuthis rugosa,NA,DD,DD,NA
163181,Helicocranchia papillata,NA,DD,DD,NA
163183,Enteroctopus magnificus,NA,LC,LC,0
163184,Abralia andamanica,NA,LC,LC,0
163185,Callistoctopus bunurong,NA,LC,LC,0
163186,Gonatus fabricii,NA,LC,LC,0
163187,Enoploteuthis chunii,NA,DD,DD,NA
163189,Todarodes sagittatus,NA,LC,LC,0
163190,Gonatus ursabrunae,NA,DD,DD,NA
163192,Pyroteuthis serrata,NA,DD,DD,NA
163194,Callimachus rancureli,NA,DD,DD,NA
163195,Amphioctopus rex,NA,LC,LC,0
163197,Sasakiopus salebrosus,NA,LC,LC,0
163198,Sthenoteuthis pteropus,NA,LC,LC,0
163199,Octopus kaurna,NA,DD,DD,NA
163200,Callistoctopus ornatus,NA,LC,LC,0
163201,Octopus mutilans,NA,DD,DD,NA
163202,Gonatus steenstrupi,NA,LC,LC,0
163203,Onychoteuthis borealijaponica,NA,DD,DD,NA
